link                                               ,Effective anisotropy constant (J/m3) ,magnetic anisotropy constant (J/m3) ,magnetocrystalline anisotropy constant (J/m3) ,Anisotropy constant ,mass_magnetic_susceptibility(emu/Oe*g) ,"length, nm" ,Core_composition_formula ,magnetization reversibility ,magnetocrystalline anisotropy energy (MAE) (J/m3) ,Curie temperature (K) ,exchange constant (J/m) *10^-12 ,Crystalline ,interdomain coupling (alpha) ,pinning loss (A/m) ,Effective anisotropy constant (kJ/m3) ,Spehricity ,volume            ,surface area    ,"width, nm" ,"depth, nm" ,Electronegativity core ,Elongation  ,Flatness    ,Space group ,Demagnetization factors (Nd) ,Saturation magnetization (emu/g) ,Coercivity (Oe) ,Remanence magnetization (emu/g) ,Shell composition (surface)                         ,shape name ,Max/min(size) ,surface                          ,pol                  ,surf                       ,Magnetic moment of core ,LogP of organic coating ,Number H acceptors of organic coating ,Field amplitude ,Field frequency ,SAR
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        138     ,          0.322 ,  30
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        188     ,          0.32  ,  66
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        188     ,          0.32  ,  61
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        188     ,          0.32  ,  54
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        188     ,          0.32  ,  46
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        188     ,          0.32  ,  40
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        239     ,          0.318 ,  83
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        239     ,          0.318 ,  78
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        239     ,          0.318 ,  70
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        239     ,          0.318 ,  59
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        239     ,          0.318 ,  50
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        289     ,          0.316 , 102
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        289     ,          0.316 ,  94
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        289     ,          0.316 ,  83
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        289     ,          0.316 ,  74
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        289     ,          0.316 ,  64
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        339     ,          0.314 , 122
https://doi.org/10.1016/j.materresbull.2022.112035 ,                            11000    ,                              104   ,                                         3000 ,          255000    ,                  0.0000002144136986   ,       17    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    20579.52628   ,   3631.681108  ,      17    ,      17    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        339     ,          0.314 , 110
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        339     ,          0.314 ,  99
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        339     ,          0.314 ,  88
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        339     ,          0.314 ,  77
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        390     ,          0.313 , 144
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        390     ,          0.313 , 130
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        390     ,          0.313 , 116
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        390     ,          0.313 , 103
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        390     ,          0.313 ,  92
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        440     ,          0.312 , 166
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        440     ,          0.312 , 148
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        440     ,          0.312 , 133
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        440     ,          0.312 , 121
https://doi.org/10.1016/j.materresbull.2022.112035 ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         59      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        440     ,          0.312 , 106
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         65.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  24
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         65.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  39
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         65.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  51
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         65.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  97
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         67      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  22
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         67      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  30
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         67      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  53
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         67      ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  65
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         68.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  26
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         68.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  44
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         68.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  48
https://doi.org/10.1007/s11051-022-05596-z         ,                             4400    ,                              104   ,                                         3000 ,           37000    ,                  0.0000002144136986   ,       20    ,Fe1Fe2O4                 ,                       0.95 ,                                           140000 ,               858    ,0.12                            ,            ,                       0.5   ,            500000 ,                                11    ,  1        ,    33510.32164   ,   5026.548246  ,      20    ,      20    ,           2.75        ,1           ,1           ,        227 ,                 0.333333333 ,                         68.1    ,          0     ,                        0       ,                                                    ,sphere     ,            0 ,                                 ,                     ,                           ,                  2.391 ,0                       ,                                    0 ,        200     ,          0.45  ,  28
